"Region","Country","Category","Channel","Year","Quarter","Revenue","Quantity","Profit","Transactions"
"Northern Europe","United Kingdom","Electronics","Wholesale",2022,4,26732.6976754703,1876,4997.61205767534,453
"Western Europe","Netherlands","Electronics","Wholesale",2022,4,84358.7544641923,1351,17798.1509502743,322
"Western Europe","Belgium","Electronics","Wholesale",2022,4,44403.3519295044,366,5282.61425620659,377
"Western Europe","Switzerland","Electronics","Wholesale",2022,4,118492.320125224,970,14363.8455319209,447
"Western Europe","Austria","Electronics","Wholesale",2022,4,202456.479276298,1336,20698.5165886047,458
"Central Europe","Poland","Electronics","Wholesale",2022,4,136136.302290251,964,30716.3976007434,266
"Western Europe","Germany","Clothing","Wholesale",2022,4,23716.5931146592,100,2301.0122522836,421
"Western Europe","France","Clothing","Wholesale",2022,4,140556.826374959,1300,28145.2620550259,167
"Southern Europe","Italy","Clothing","Wholesale",2022,4,172029.345331248,1352,29684.0048855883,131
"Southern Europe","Spain","Clothing","Wholesale",2022,4,174771.33504115,370,19307.5643881715,17
"Northern Europe","United Kingdom","Clothing","Wholesale",2022,4,26925.5532952957,613,3042.30211699106,350
"Western Europe","Netherlands","Clothing","Wholesale",2022,4,12477.2415170446,323,2795.54845320425,66
"Western Europe","Belgium","Clothing","Wholesale",2022,4,90418.6533228494,1812,17586.7501474739,420
"Western Europe","Switzerland","Clothing","Wholesale",2022,4,194919.105619192,915,44417.4869319383,55
"Western Europe","Austria","Clothing","Wholesale",2022,4,104822.936656419,513,19537.4241883455,450
"Central Europe","Poland","Clothing","Wholesale",2022,4,198983.994845767,1745,43363.7358289353,331
"Western Europe","Germany","Food & Beverage","Wholesale",2022,4,104027.546141297,750,24843.2410296194,283
"Western Europe","France","Food & Beverage","Wholesale",2022,4,33376.7642546445,1067,2686.13853321731,263
"Southern Europe","Italy","Food & Beverage","Wholesale",2022,4,116473.294694442,248,18709.3641086309,237
"Southern Europe","Spain","Food & Beverage","Wholesale",2022,4,55465.5801015906,1458,9690.99167405597,322
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2022,4,147797.600268386,212,17297.2446178433,141
"Western Europe","Netherlands","Food & Beverage","Wholesale",2022,4,159345.205081627,652,38095.3067015461,336
"Western Europe","Belgium","Food & Beverage","Wholesale",2022,4,95458.5582646541,565,23504.2551803637,175
"Western Europe","Switzerland","Food & Beverage","Wholesale",2022,4,99125.1846402884,1573,15209.5597077248,358
"Western Europe","Austria","Food & Beverage","Wholesale",2022,4,86353.4045312554,1998,18768.8222061102,375
"Central Europe","Poland","Food & Beverage","Wholesale",2022,4,181451.347291004,334,22388.8865490323,344
"Western Europe","Germany","Home & Garden","Wholesale",2022,4,117100.797852036,1814,21091.8040652885,431
"Western Europe","France","Home & Garden","Wholesale",2022,4,141289.368525613,1333,21840.098570408,354
"Southern Europe","Italy","Home & Garden","Wholesale",2022,4,73132.1050203405,823,8184.56171227811,345
"Southern Europe","Spain","Home & Garden","Wholesale",2022,4,28024.180191569,1023,2282.8351667166,357
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2022,4,188201.726609841,1784,27259.512222924,366
"Western Europe","Netherlands","Home & Garden","Wholesale",2022,4,137493.622121401,1619,13979.6223735652,384
"Western Europe","Belgium","Home & Garden","Wholesale",2022,4,12848.8774015568,1609,3126.86177760641,495
"Western Europe","Switzerland","Home & Garden","Wholesale",2022,4,31491.6159957647,975,5009.99534256795,272
"Western Europe","Austria","Home & Garden","Wholesale",2022,4,171080.262933392,673,20473.5324021572,253
"Central Europe","Poland","Home & Garden","Wholesale",2022,4,94895.693953149,1621,20468.9660108914,476
"Western Europe","Germany","Electronics","Online",2023,4,64767.9554770002,418,12562.4894658033,478
"Western Europe","France","Electronics","Online",2023,4,69090.5238030246,191,12386.4284260633,218
"Southern Europe","Italy","Electronics","Online",2023,4,102063.62897472,574,19740.6733289845,240
"Southern Europe","Spain","Electronics","Online",2023,4,33487.6288234955,1804,6888.06015118717,100
"Northern Europe","United Kingdom","Electronics","Online",2023,4,126963.273294386,804,24642.6479264,20
"Western Europe","Netherlands","Electronics","Online",2023,4,138225.648942171,1514,14606.5958932878,377
"Western Europe","Belgium","Electronics","Online",2023,4,121257.901512436,1142,22199.3646276101,393
"Western Europe","Switzerland","Electronics","Online",2023,4,79185.5201439466,494,18871.9776160097,132
"Western Europe","Austria","Electronics","Online",2023,4,43760.4783300776,348,6336.83548194439,443
"Central Europe","Poland","Electronics","Online",2023,4,102582.474595984,1370,23606.4803351411,418
"Western Europe","Germany","Clothing","Online",2023,4,94404.4406048488,972,18786.781497453,111
"Western Europe","France","Clothing","Online",2023,4,98172.2977827303,1734,20061.289091762,81
"Southern Europe","Italy","Clothing","Online",2023,4,9968.24101894163,733,1274.63466205766,377
"Southern Europe","Spain","Clothing","Online",2023,4,41328.4295273479,1799,6336.8670718474,416
"Northern Europe","United Kingdom","Clothing","Online",2023,4,81586.8707443587,437,16598.6263075034,125
"Western Europe","Netherlands","Clothing","Online",2023,4,57049.3314031046,1965,12376.3922088176,379
"Western Europe","Belgium","Clothing","Online",2023,4,33924.1295505781,51,5222.90055160195,220
"Western Europe","Switzerland","Clothing","Online",2023,4,43218.958521029,1959,5423.6380256566,64
"Western Europe","Austria","Clothing","Online",2023,4,7621.59970588982,965,1625.12401067645,348
"Central Europe","Poland","Clothing","Online",2023,4,85654.4002832379,481,9617.73776577657,414
"Western Europe","Germany","Food & Beverage","Online",2023,4,7948.20175273344,1634,858.939084368481,438
"Western Europe","France","Food & Beverage","Online",2023,4,66967.7239982411,963,5504.51071544178,454
"Southern Europe","Italy","Food & Beverage","Online",2023,4,61699.9049554579,1097,8858.5797032446,164
"Southern Europe","Spain","Food & Beverage","Online",2023,4,34698.0486193206,403,6177.15511261549,48
"Northern Europe","United Kingdom","Food & Beverage","Online",2023,4,98756.4595311414,660,21386.34517,86
"Western Europe","Netherlands","Food & Beverage","Online",2023,4,83748.0592099018,262,6847.49496741458,221
"Western Europe","Belgium","Food & Beverage","Online",2023,4,62733.2033601124,716,14405.3170999877,275
"Western Europe","Switzerland","Food & Beverage","Online",2023,4,18120.700402651,90,2960.01350974452,165
"Western Europe","Austria","Food & Beverage","Online",2023,4,87738.0804123823,159,15942.5019061213,295
"Central Europe","Poland","Food & Beverage","Online",2023,4,59823.3355826233,351,11605.0003730303,433
"Western Europe","Germany","Home & Garden","Online",2023,4,80921.3942161296,1331,12215.238944839,177
"Western Europe","France","Home & Garden","Online",2023,4,7678.63957793452,846,1639.15247700391,46
"Southern Europe","Italy","Home & Garden","Online",2023,4,29353.9853359107,421,6022.73636538184,246
"Southern Europe","Spain","Home & Garden","Online",2023,4,76892.856778577,146,17217.5690596211,483
"Northern Europe","United Kingdom","Home & Garden","Online",2023,4,83845.088967355,1608,16136.3052699596,123
"Western Europe","Netherlands","Home & Garden","Online",2023,4,54752.6636335533,1725,11182.5475122904,227
"Western Europe","Belgium","Home & Garden","Online",2023,4,65604.0710734669,734,15246.8310385007,396
"Western Europe","Switzerland","Home & Garden","Online",2023,4,51351.0325411335,587,5810.46441666371,163
"Western Europe","Austria","Home & Garden","Online",2023,4,60274.6668108739,1293,14885.8591242124,202
"Central Europe","Poland","Home & Garden","Online",2023,4,14535.1521566045,1814,3172.8721550045,292
"Western Europe","Germany","Electronics","Retail",2023,4,127429.990525707,461,22785.4214355417,491
"Western Europe","France","Electronics","Retail",2023,4,64855.3771554725,940,10979.2658057545,480
"Southern Europe","Italy","Electronics","Retail",2023,4,117596.157466178,850,27910.9691833137,335
"Southern Europe","Spain","Electronics","Retail",2023,4,143082.743682317,249,12203.4496630292,328
"Northern Europe","United Kingdom","Electronics","Retail",2023,4,45329.329908709,81,9199.95566453855,230
"Western Europe","Netherlands","Electronics","Retail",2023,4,125674.893512623,1039,19774.1118668126,298
"Western Europe","Belgium","Electronics","Retail",2023,4,100646.705848631,456,20999.3881289957,294
"Western Europe","Switzerland","Electronics","Retail",2023,4,121288.399100304,220,10471.3722273062,290
"Western Europe","Austria","Electronics","Retail",2023,4,34026.5822934452,1588,6733.14378057392,445
"Central Europe","Poland","Electronics","Retail",2023,4,115045.829415321,1471,12060.2408399647,306
"Western Europe","Germany","Clothing","Retail",2023,4,74912.4350037891,1030,9156.27924393052,290
"Western Europe","France","Clothing","Retail",2023,4,76419.6461206302,1778,9593.18993050473,295
"Southern Europe","Italy","Clothing","Retail",2023,4,36598.3760252129,1486,6580.66770962403,226
"Southern Europe","Spain","Clothing","Retail",2023,4,10467.1193019021,840,1333.15325773826,287
"Northern Europe","United Kingdom","Clothing","Retail",2023,4,69069.4675140548,218,8406.74947973711,432
"Western Europe","Netherlands","Clothing","Retail",2023,4,8949.16644552723,270,1968.05748638802,99
"Western Europe","Belgium","Clothing","Retail",2023,4,66138.4880321566,1752,13798.315310014,304
"Western Europe","Switzerland","Clothing","Retail",2023,4,33462.428158382,1618,5372.97256866068,440
"Western Europe","Austria","Clothing","Retail",2023,4,42375.9526479989,1679,4374.07436874586,144
"Central Europe","Poland","Clothing","Retail",2023,4,92732.9049119726,200,10167.1977626491,387
"Western Europe","Germany","Food & Beverage","Retail",2023,4,69525.6904058624,744,16386.4719823683,350
"Western Europe","France","Food & Beverage","Retail",2023,4,73166.8992771301,1300,9125.71713192827,494
"Southern Europe","Italy","Food & Beverage","Retail",2023,4,73127.978995908,1394,16839.055562543,302
"Southern Europe","Spain","Food & Beverage","Retail",2023,4,26676.3455991168,703,3415.55572502739,265
"Northern Europe","United Kingdom","Food & Beverage","Retail",2023,4,43833.5243053734,1266,10170.3570357098,325
"Western Europe","Netherlands","Food & Beverage","Retail",2023,4,59255.8264767285,1143,10529.1803818634,488
"Western Europe","Belgium","Food & Beverage","Retail",2023,4,88547.7641457692,445,17306.0685780768,115
"Western Europe","Switzerland","Food & Beverage","Retail",2023,4,61494.4125514012,606,12292.6152565683,465
"Western Europe","Austria","Food & Beverage","Retail",2023,4,92223.7888467498,1998,11514.7806931291,62
"Central Europe","Poland","Food & Beverage","Retail",2023,4,38381.4540028106,1037,5268.8669855262,102
"Western Europe","Germany","Home & Garden","Retail",2023,4,29128.898717463,1430,4115.55251909177,267
"Western Europe","France","Home & Garden","Retail",2023,4,72840.5969415326,1813,10373.3717531902,127
"Southern Europe","Italy","Home & Garden","Retail",2023,4,25754.6964020003,1597,3565.06907432685,275
"Southern Europe","Spain","Home & Garden","Retail",2023,4,47119.737083558,1557,9359.19617294845,384
"Northern Europe","United Kingdom","Home & Garden","Retail",2023,4,71140.2047844604,1352,7040.16119674708,433
"Western Europe","Netherlands","Home & Garden","Retail",2023,4,68982.8934986144,350,7773.95736288975,193
"Western Europe","Belgium","Home & Garden","Retail",2023,4,22151.2215747498,815,2078.65216694538,275
"Western Europe","Switzerland","Home & Garden","Retail",2023,4,74515.7917658798,1456,11486.6070961296,390
"Western Europe","Austria","Home & Garden","Retail",2023,4,36023.4833392315,508,8515.46763050418,474
"Central Europe","Poland","Home & Garden","Retail",2023,4,38480.3361748345,1759,5978.32008424804,139
"Western Europe","Germany","Electronics","Wholesale",2023,4,239863.057237817,1617,30205.8077791986,405
"Western Europe","France","Electronics","Wholesale",2023,4,118893.064762233,455,13999.9441629743,428
"Southern Europe","Italy","Electronics","Wholesale",2023,4,95700.86638676,99,20534.3225345848,145
"Southern Europe","Spain","Electronics","Wholesale",2023,4,89276.5844275709,1898,11007.5756240932,321
"Northern Europe","United Kingdom","Electronics","Wholesale",2023,4,22672.1362571698,1070,2037.5462832944,383
"Western Europe","Netherlands","Electronics","Wholesale",2023,4,202043.418431422,365,29190.3150343902,305
"Western Europe","Belgium","Electronics","Wholesale",2023,4,227832.272375235,123,53337.8343299602,208
"Western Europe","Switzerland","Electronics","Wholesale",2023,4,194876.469721785,1425,21848.4513070708,354
"Western Europe","Austria","Electronics","Wholesale",2023,4,30537.6583314501,1683,4269.41640979368,104
"Central Europe","Poland","Electronics","Wholesale",2023,4,165276.186402189,1785,26203.4579900843,190
"Western Europe","Germany","Clothing","Wholesale",2023,4,26676.770222839,216,6471.5961111034,85
"Western Europe","France","Clothing","Wholesale",2023,4,61354.6305289492,1698,5961.65396359999,415
"Southern Europe","Italy","Clothing","Wholesale",2023,4,10241.780357901,1929,881.595988569099,480
"Southern Europe","Spain","Clothing","Wholesale",2023,4,144237.726128194,1823,27388.70133004,271
"Northern Europe","United Kingdom","Clothing","Wholesale",2023,4,161445.267891977,852,14707.8928215977,351
"Western Europe","Netherlands","Clothing","Wholesale",2023,4,35515.6464176252,365,4769.99718786881,393
"Western Europe","Belgium","Clothing","Wholesale",2023,4,123834.791039117,83,15425.8482949676,400
"Western Europe","Switzerland","Clothing","Wholesale",2023,4,78250.6008865312,1639,16740.3093704455,229
"Western Europe","Austria","Clothing","Wholesale",2023,4,138832.266321406,1800,14385.8303683687,76
"Central Europe","Poland","Clothing","Wholesale",2023,4,79526.7134648748,1748,15353.322503117,16
"Western Europe","Germany","Food & Beverage","Wholesale",2023,4,162168.447549921,720,37994.1474938752,263
"Western Europe","France","Food & Beverage","Wholesale",2023,4,197535.752325784,404,26020.8873244166,17
"Southern Europe","Italy","Food & Beverage","Wholesale",2023,4,101819.53366613,1923,20669.0546739898,345
"Southern Europe","Spain","Food & Beverage","Wholesale",2023,4,24953.2820074819,886,3540.8044335704,405
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2023,4,35546.4607593603,497,5457.97163621759,270
"Western Europe","Netherlands","Food & Beverage","Wholesale",2023,4,179923.76357317,496,36687.8135003879,80
"Western Europe","Belgium","Food & Beverage","Wholesale",2023,4,145573.850807268,903,18149.5127967605,473
"Western Europe","Switzerland","Food & Beverage","Wholesale",2023,4,176091.775908135,554,37106.9703755277,284
"Western Europe","Austria","Food & Beverage","Wholesale",2023,4,181717.225450557,228,30299.2802040325,129
"Central Europe","Poland","Food & Beverage","Wholesale",2023,4,100686.99215306,1219,19749.4090574042,89
"Western Europe","Germany","Home & Garden","Wholesale",2023,4,22687.9312540404,807,3529.98638771328,143
"Western Europe","France","Home & Garden","Wholesale",2023,4,146777.018799912,1307,27428.3496319597,190
"Southern Europe","Italy","Home & Garden","Wholesale",2023,4,61666.5150946938,1345,11853.3682263087,66
"Southern Europe","Spain","Home & Garden","Wholesale",2023,4,72050.2662006766,674,6222.53795405723,368
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2023,4,83159.4291166402,767,17708.4575310879,190
"Western Europe","Netherlands","Home & Garden","Wholesale",2023,4,72834.8234924488,614,12606.1267290203,172
"Western Europe","Belgium","Home & Garden","Wholesale",2023,4,28730.2597635426,1381,4431.60057274114,391
"Western Europe","Switzerland","Home & Garden","Wholesale",2023,4,120423.967482056,1748,11231.8093779036,253
"Western Europe","Austria","Home & Garden","Wholesale",2023,4,153676.495859399,1357,34094.8477238055,189
"Central Europe","Poland","Home & Garden","Wholesale",2023,4,108230.788582005,519,18415.6527928241,99
"Western Europe","Germany","Electronics","Online",2024,4,46619.925905834,1063,11218.4593324836,223
"Western Europe","France","Electronics","Online",2024,4,70858.0329426331,1024,8732.62454614536,382
"Southern Europe","Italy","Electronics","Online",2024,4,135123.894677963,1599,28256.8618092719,377
"Southern Europe","Spain","Electronics","Online",2024,4,138782.767037046,1147,21907.9440971202,229
"Northern Europe","United Kingdom","Electronics","Online",2024,4,81790.4401116539,1163,18981.9207020515,90
"Western Europe","Netherlands","Electronics","Online",2024,4,116635.475800722,1076,11690.0372549185,146
"Western Europe","Belgium","Electronics","Online",2024,4,116757.816880709,644,24202.3945593307,317
"Western Europe","Switzerland","Electronics","Online",2024,4,126947.732049739,1367,19537.6511632299,466
"Western Europe","Austria","Electronics","Online",2024,4,141556.830849149,1817,31324.7979348805,493
"Central Europe","Poland","Electronics","Online",2024,4,67746.9266590197,1170,16195.8929553266,22
"Western Europe","Germany","Clothing","Online",2024,4,62449.9094556086,1424,7837.23112149276,193
"Western Europe","France","Clothing","Online",2024,4,25918.7931753695,1493,6329.94025376618,111
"Southern Europe","Italy","Clothing","Online",2024,4,86623.8774894737,82,16899.6529728779,396
"Southern Europe","Spain","Clothing","Online",2024,4,93130.8133737184,414,7551.97569274106,281
"Northern Europe","United Kingdom","Clothing","Online",2024,4,60426.6577714588,723,12064.9904429443,439
"Western Europe","Netherlands","Clothing","Online",2024,4,67590.2689807117,1304,5970.6049982361,167
"Western Europe","Belgium","Clothing","Online",2024,4,11204.3047649786,1504,1037.35879143531,424
"Western Europe","Switzerland","Clothing","Online",2024,4,28232.0185645949,165,2631.3794207354,238
"Western Europe","Austria","Clothing","Online",2024,4,53348.9634469151,854,13089.4436585479,76
"Central Europe","Poland","Clothing","Online",2024,4,53919.6010294836,136,5238.68340890279,339
"Western Europe","Germany","Food & Beverage","Online",2024,4,77548.0176880956,1110,11648.4090724484,320
"Western Europe","France","Food & Beverage","Online",2024,4,30445.8938562311,1477,7514.14749613309,140
"Southern Europe","Italy","Food & Beverage","Online",2024,4,70335.3864816017,1457,5955.27686420973,213
"Southern Europe","Spain","Food & Beverage","Online",2024,4,57983.9266219642,1394,12968.8425776241,367
"Northern Europe","United Kingdom","Food & Beverage","Online",2024,4,45942.7775233053,189,8702.5865810433,292
"Western Europe","Netherlands","Food & Beverage","Online",2024,4,86786.929188529,575,13675.9622110474,469
"Western Europe","Belgium","Food & Beverage","Online",2024,4,15608.5644452833,464,3503.95096509564,187
"Western Europe","Switzerland","Food & Beverage","Online",2024,4,35048.9790353458,798,7790.0337885077,469
"Western Europe","Austria","Food & Beverage","Online",2024,4,75393.9836728387,1269,12052.888680183,451
"Central Europe","Poland","Food & Beverage","Online",2024,4,56928.1389471143,440,14117.1702402409,219
"Western Europe","Germany","Home & Garden","Online",2024,4,22072.8187274653,325,3815.45088988681,322
"Western Europe","France","Home & Garden","Online",2024,4,69754.6808130573,1374,14331.4037601387,375
"Southern Europe","Italy","Home & Garden","Online",2024,4,15005.1246280782,416,3388.90138924604,321
"Southern Europe","Spain","Home & Garden","Online",2024,4,32415.3746000957,1059,7894.96567360923,382
"Northern Europe","United Kingdom","Home & Garden","Online",2024,4,73785.1403176319,320,12110.609388425,258
"Western Europe","Netherlands","Home & Garden","Online",2024,4,9312.16002907604,761,943.785773447247,370
"Western Europe","Belgium","Home & Garden","Online",2024,4,15338.2042422891,1043,1860.61760873184,235
"Western Europe","Switzerland","Home & Garden","Online",2024,4,44674.6607543901,938,4638.91559902808,474
"Western Europe","Austria","Home & Garden","Online",2024,4,61669.9420369696,854,10337.6492063037,181
"Central Europe","Poland","Home & Garden","Online",2024,4,23734.5347297378,896,5357.56883900068,407
"Western Europe","Germany","Electronics","Retail",2024,4,78907.5960806804,452,18455.2271084277,235
"Western Europe","France","Electronics","Retail",2024,4,125022.861466859,739,27296.9108625707,364
"Southern Europe","Italy","Electronics","Retail",2024,4,20617.7551369183,926,3733.82752191162,100
"Southern Europe","Spain","Electronics","Retail",2024,4,74533.2867553225,623,16198.986170878,189
"Northern Europe","United Kingdom","Electronics","Retail",2024,4,133033.880500006,131,26918.0498772372,123
"Western Europe","Netherlands","Electronics","Retail",2024,4,69591.3391385693,363,13688.1622722211,144
"Western Europe","Belgium","Electronics","Retail",2024,4,46923.4559708275,246,11675.9959009377,25
"Western Europe","Switzerland","Electronics","Retail",2024,4,15641.6794226971,977,2099.01601747775,42
"Western Europe","Austria","Electronics","Retail",2024,4,133601.972140605,1712,19253.2756226114,179
"Central Europe","Poland","Electronics","Retail",2024,4,28573.6750887008,923,6312.05270257248,83
"Western Europe","Germany","Clothing","Retail",2024,4,35151.2409327552,909,4147.0229830358,468
"Western Europe","France","Clothing","Retail",2024,4,69658.5184929427,1913,17031.8874316357,464
"Southern Europe","Italy","Clothing","Retail",2024,4,31849.5025590528,240,7375.9122973606,404
"Southern Europe","Spain","Clothing","Retail",2024,4,45350.5007002968,594,10509.5204129938,304
"Northern Europe","United Kingdom","Clothing","Retail",2024,4,51316.7414604686,431,4971.4306809174,178
"Western Europe","Netherlands","Clothing","Retail",2024,4,27934.4840405975,1252,2632.08673571552,298
"Western Europe","Belgium","Clothing","Retail",2024,4,39214.2816819251,489,9449.46028972547,50
"Western Europe","Switzerland","Clothing","Retail",2024,4,11569.6976310574,138,2267.93296532137,359
"Western Europe","Austria","Clothing","Retail",2024,4,39266.0469457041,1926,5014.32627266214,37
"Central Europe","Poland","Clothing","Retail",2024,4,98383.0198273063,79,16315.5754209078,34
"Western Europe","Germany","Food & Beverage","Retail",2024,4,23055.9787806123,1002,3824.54357295058,76
"Western Europe","France","Food & Beverage","Retail",2024,4,87829.7764598392,992,15010.0800342764,470
"Southern Europe","Italy","Food & Beverage","Retail",2024,4,15695.5352961086,1468,3879.80386066425,70
"Southern Europe","Spain","Food & Beverage","Retail",2024,4,23438.4408104233,1719,3579.04926895392,401
"Northern Europe","United Kingdom","Food & Beverage","Retail",2024,4,74364.8752314039,1215,9643.56047268526,451
"Western Europe","Netherlands","Food & Beverage","Retail",2024,4,30673.5506036784,1573,2990.01624650338,107
"Western Europe","Belgium","Food & Beverage","Retail",2024,4,24955.9665063862,1851,3757.12134839131,492
"Western Europe","Switzerland","Food & Beverage","Retail",2024,4,60340.7540475018,360,11287.5494234952,296
"Western Europe","Austria","Food & Beverage","Retail",2024,4,13012.3104236554,1649,1134.46759326118,487
"Central Europe","Poland","Food & Beverage","Retail",2024,4,49831.055715913,229,11710.3338929779,470
"Western Europe","Germany","Home & Garden","Retail",2024,4,34049.1002041381,995,3190.40487910001,287
"Western Europe","France","Home & Garden","Retail",2024,4,89616.7456847616,1082,21629.3326852005,459
"Southern Europe","Italy","Home & Garden","Retail",2024,4,25100.5273929331,1642,2652.58204740567,116
"Southern Europe","Spain","Home & Garden","Retail",2024,4,54497.4355748855,246,10700.1123237008,281
"Northern Europe","United Kingdom","Home & Garden","Retail",2024,4,6345.3343079891,432,1283.910304447,48
"Western Europe","Netherlands","Home & Garden","Retail",2024,4,55047.5763808936,1539,6563.36490434091,486
"Western Europe","Belgium","Home & Garden","Retail",2024,4,41627.2213123739,423,4009.31932259662,58
"Western Europe","Switzerland","Home & Garden","Retail",2024,4,5145.71562642232,1236,656.541750305854,143
"Western Europe","Austria","Home & Garden","Retail",2024,4,58806.4301887061,1898,10037.8696476506,12
"Central Europe","Poland","Home & Garden","Retail",2024,4,47543.4625614434,1137,5989.41411655124,394
"Western Europe","Germany","Electronics","Wholesale",2024,4,190527.382259024,999,33998.922988941,239
"Western Europe","France","Electronics","Wholesale",2024,4,29310.7725621667,50,5966.69295116241,274
"Southern Europe","Italy","Electronics","Wholesale",2024,4,201032.240751665,666,29891.5340570682,237
"Southern Europe","Spain","Electronics","Wholesale",2024,4,107058.590257075,1419,15968.5795282521,89
"Northern Europe","United Kingdom","Electronics","Wholesale",2024,4,60158.5893449374,741,12808.351444222,323
"Western Europe","Netherlands","Electronics","Wholesale",2024,4,75384.1707645915,1229,18822.451377529,133
"Western Europe","Belgium","Electronics","Wholesale",2024,4,121109.891402302,216,22956.6491062449,229
"Western Europe","Switzerland","Electronics","Wholesale",2024,4,207001.082275528,1052,30433.378950836,211
"Western Europe","Austria","Electronics","Wholesale",2024,4,59643.4029657394,1334,9681.04326763282,304
"Central Europe","Poland","Electronics","Wholesale",2024,4,130073.468709597,102,22763.7796494353,329
"Western Europe","Germany","Clothing","Wholesale",2024,4,59888.9696318656,1512,10479.0710622295,470
"Western Europe","France","Clothing","Wholesale",2024,4,76423.8744671457,253,11545.6946690521,335
"Southern Europe","Italy","Clothing","Wholesale",2024,4,31502.303367015,1379,3082.68493168865,310
"Southern Europe","Spain","Clothing","Wholesale",2024,4,65740.2757741511,357,8167.78953784973,100
"Northern Europe","United Kingdom","Clothing","Wholesale",2024,4,35101.2469804846,1067,8485.36748625337,139
"Western Europe","Netherlands","Clothing","Wholesale",2024,4,97057.9014369287,1794,20991.9254835328,68
"Western Europe","Belgium","Clothing","Wholesale",2024,4,149766.628171783,1955,27724.8034371583,430
"Western Europe","Switzerland","Clothing","Wholesale",2024,4,20231.3397754915,1266,2646.51596970746,270
"Western Europe","Austria","Clothing","Wholesale",2024,4,84595.9949749522,552,14133.2293506826,196
"Central Europe","Poland","Clothing","Wholesale",2024,4,169895.088586491,1396,28060.0062066317,278
"Western Europe","Germany","Food & Beverage","Wholesale",2024,4,85596.9902360812,761,12236.0581500199,249
"Western Europe","France","Food & Beverage","Wholesale",2024,4,96710.3214166127,1757,14132.5698716146,377
"Southern Europe","Italy","Food & Beverage","Wholesale",2024,4,192047.62131907,827,23819.8514415011,454
"Southern Europe","Spain","Food & Beverage","Wholesale",2024,4,157419.858665671,1725,12656.1706693012,449
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2024,4,100576.44298533,880,22969.5689477552,108
"Western Europe","Netherlands","Food & Beverage","Wholesale",2024,4,197068.248612341,391,40638.8674292862,211
"Western Europe","Belgium","Food & Beverage","Wholesale",2024,4,66166.2377393804,165,11625.2696789732,351
"Western Europe","Switzerland","Food & Beverage","Wholesale",2024,4,44454.4888543896,352,7808.65510590062,388
"Western Europe","Austria","Food & Beverage","Wholesale",2024,4,156785.399508663,1155,15832.8127663304,91
"Central Europe","Poland","Food & Beverage","Wholesale",2024,4,175437.31209822,1582,19901.6866405244,461
"Western Europe","Germany","Home & Garden","Wholesale",2024,4,69477.1835301071,984,15065.6634645098,188
"Western Europe","France","Home & Garden","Wholesale",2024,4,183710.352969356,1304,43228.4546592137,269
"Southern Europe","Italy","Home & Garden","Wholesale",2024,4,183870.803241152,285,39157.8367945354,258
"Southern Europe","Spain","Home & Garden","Wholesale",2024,4,163424.697036389,112,15944.2448523685,114
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2024,4,77039.0306273475,1124,11766.405576883,340
"Western Europe","Netherlands","Home & Garden","Wholesale",2024,4,138358.887957875,1156,11955.6017461942,413
"Western Europe","Belgium","Home & Garden","Wholesale",2024,4,61090.4097394086,1576,7355.15955713279,472
"Western Europe","Switzerland","Home & Garden","Wholesale",2024,4,191968.761517201,839,23387.8108504779,214
"Western Europe","Austria","Home & Garden","Wholesale",2024,4,33061.8514330126,223,3583.2765858408,276
"Central Europe","Poland","Home & Garden","Wholesale",2024,4,71365.164690651,1024,7142.49847896924,500
